"기준_년분기_코드","행정동_코드","행정동_코드_명","상권_변화_지표","상권_변화_지표_명","운영_영업_개월_평균","폐업_영업_개월_평균","서울_운영_영업_개월_평균","서울_폐업_영업_개월_평균"
"20241","11380690","진관동","LL","다이나믹","74","47","103","52"
"20241","11380650","수색동","HH","정체","111","59","103","52"
"20241","11380640","증산동","HH","정체","115","54","103","52"
"20241","11380632","신사2동","LL","다이나믹","100","50","103","52"
"20241","11380631","신사1동","LL","다이나믹","102","50","103","52"
"20241","11380625","역촌동","LL","다이나믹","100","49","103","52"
"20241","11380600","응암3동","HL","상권축소","105","50","103","52"
"20241","11380590","응암2동","LL","다이나믹","80","48","103","52"
"20241","11380580","응암1동","LL","다이나믹","98","51","103","52"
"20241","11380570","대조동","LH","상권확장","101","52","103","52"
"20241","11380560","구산동","LL","다이나믹","102","49","103","52"
"20241","11380552","갈현2동","LL","다이나믹","96","49","103","52"
"20241","11380551","갈현1동","LL","다이나믹","96","50","103","52"
"20241","11380530","불광2동","HH","정체","116","53","103","52"
"20241","11380520","불광1동","LH","상권확장","100","54","103","52"
"20241","11380510","녹번동","LL","다이나믹","94","51","103","52"
"20241","11350720","상계10동","LL","다이나믹","92","49","103","52"
"20241","11350710","상계9동","HH","정체","111","54","103","52"
"20241","11350700","상계8동","HH","정체","107","53","103","52"
"20241","11350695","상계6?7동","LL","다이나믹","99","51","103","52"
"20241","11350670","상계5동","LL","다이나믹","100","48","103","52"
"20241","11350665","상계3?4동","LL","다이나믹","103","50","103","52"
"20241","11350640","상계2동","LL","다이나믹","95","47","103","52"
"20241","11350630","상계1동","LL","다이나믹","102","50","103","52"
"20241","11350625","중계2?3동","LH","상권확장","97","53","103","52"
"20241","11350624","중계4동","LL","다이나믹","92","48","103","52"
"20241","11350621","중계1동","LL","다이나믹","96","51","103","52"
"20241","11350619","중계본동","LL","다이나믹","92","50","103","52"
"20241","11350612","하계2동","HH","정체","109","55","103","52"
"20241","11350611","하계1동","LH","상권확장","101","54","103","52"
"20241","11350600","공릉2동","LL","다이나믹","87","49","103","52"
"20241","11350595","공릉1동","LH","상권확장","97","52","103","52"
"20241","11350580","월계3동","LH","상권확장","99","55","103","52"
"20241","11350570","월계2동","LL","다이나믹","92","50","103","52"
"20241","11350560","월계1동","LL","다이나믹","103","52","103","52"
"20241","11320710","방학3동","LH","상권확장","99","52","103","52"
"20241","11320700","방학2동","LL","다이나믹","99","48","103","52"
"20241","11320690","방학1동","LL","다이나믹","99","47","103","52"
"20241","11320681","쌍문4동","LL","다이나믹","101","51","103","52"
"20241","11320680","쌍문3동","HL","상권축소","109","51","103","52"
"20241","11320670","쌍문2동","LL","다이나믹","99","50","103","52"
"20241","11320660","쌍문1동","HL","상권축소","105","51","103","52"
"20241","11320522","도봉2동","HL","상권축소","107","48","103","52"
"20241","11320521","도봉1동","HL","상권축소","113","51","103","52"
"20241","11320515","창5동","LL","다이나믹","87","49","103","52"
"20241","11320514","창4동","LH","상권확장","102","52","103","52"
"20241","11320513","창3동","HL","상권축소","112","51","103","52"
"20241","11320512","창2동","HL","상권축소","104","50","103","52"
"20241","11320511","창1동","LL","다이나믹","99","50","103","52"
"20241","11305660","인수동","HL","상권축소","105","48","103","52"
"20241","11305645","우이동","LL","다이나믹","102","50","103","52"
"20241","11305635","수유3동","LL","다이나믹","92","45","103","52"
"20241","11305625","수유2동","LL","다이나믹","101","49","103","52"
"20241","11305615","수유1동","HL","상권축소","115","49","103","52"
"20241","11305608","번3동","HL","상권축소","111","49","103","52"
"20241","11305603","번2동","HH","정체","108","52","103","52"
"20241","11305595","번1동","LL","다이나믹","103","45","103","52"
"20241","11305575","삼각산동","LL","다이나믹","82","49","103","52"
"20241","11305555","송천동","HL","상권축소","115","50","103","52"
"20241","11305545","송중동","LL","다이나믹","92","48","103","52"
"20241","11305535","미아동","LL","다이나믹","98","47","103","52"
"20241","11305534","삼양동","HH","정체","109","52","103","52"
"20241","11290810","석관동","HH","정체","112","53","103","52"
"20241","11290780","장위3동","LH","상권확장","97","57","103","52"
"20241","11290770","장위2동","HH","정체","127","56","103","52"
"20241","11290760","장위1동","LL","다이나믹","102","51","103","52"
"20241","11290725","월곡2동","LH","상권확장","100","52","103","52"
"20241","11290715","월곡1동","HL","상권축소","104","50","103","52"
"20241","11290705","종암동","HH","정체","109","54","103","52"
"20241","11290685","길음2동","LL","다이나믹","82","51","103","52"
"20241","11290660","길음1동","LH","상권확장","95","59","103","52"
"20241","11290650","정릉4동","LH","상권확장","99","54","103","52"
"20241","11290640","정릉3동","LH","상권확장","102","56","103","52"
"20241","11290630","정릉2동","LH","상권확장","100","55","103","52"
"20241","11290620","정릉1동","HL","상권축소","104","51","103","52"
"20241","11290610","보문동","HH","정체","106","52","103","52"
"20241","11290600","안암동","LL","다이나믹","94","51","103","52"
"20241","11290590","돈암2동","LL","다이나믹","88","51","103","52"
"20241","11290580","돈암1동","LH","상권확장","96","52","103","52"
"20241","11290575","동선동","LL","다이나믹","90","49","103","52"
"20241","11290555","삼선동","LH","상권확장","102","52","103","52"
"20241","11290525","성북동","HH","정체","107","56","103","52"
"20241","11260690","신내2동","LL","다이나믹","87","52","103","52"
"20241","11260680","신내1동","LL","다이나믹","93","50","103","52"
"20241","11260660","망우3동","HL","상권축소","105","47","103","52"
"20241","11260655","망우본동","LL","다이나믹","99","49","103","52"
"20241","11260630","묵2동","LL","다이나믹","100","49","103","52"
"20241","11260620","묵1동","LL","다이나믹","96","49","103","52"
"20241","11260610","중화2동","HL","상권축소","107","49","103","52"
"20241","11260600","중화1동","HH","정체","104","52","103","52"
"20241","11260590","상봉2동","LL","다이나믹","89","48","103","52"
"20241","11260580","상봉1동","LL","다이나믹","88","49","103","52"
"20241","11260575","면목3?8동","LL","다이나믹","99","49","103","52"
"20241","11260570","면목7동","HL","상권축소","106","49","103","52"
"20241","11260565","면목본동","HL","상권축소","104","47","103","52"
"20241","11260550","면목5동","LL","다이나믹","97","45","103","52"
"20241","11260540","면목4동","LL","다이나믹","99","48","103","52"
"20241","11260520","면목2동","HL","상권축소","105","47","103","52"
"20241","11230750","이문2동","HH","정체","107","52","103","52"
"20241","11230740","이문1동","HH","정체","107","55","103","52"
"20241","11230730","휘경2동","LL","다이나믹","93","49","103","52"
"20241","11230720","휘경1동","LH","상권확장","100","55","103","52"
"20241","11230710","회기동","LL","다이나믹","88","46","103","52"
"20241","11230705","청량리동","HH","정체","123","56","103","52"
"20241","11230660","장안2동","LL","다이나믹","103","48","103","52"
"20241","11230650","장안1동","HL","상권축소","112","50","103","52"
"20241","11230610","답십리2동","HH","정체","139","56","103","52"
"20241","11230600","답십리1동","HH","정체","104","52","103","52"
"20241","11230570","전농2동","LH","상권확장","103","53","103","52"
"20241","11230560","전농1동","LH","상권확장","98","52","103","52"
"20241","11230545","제기동","HH","정체","141","64","103","52"
"20241","11230536","용신동","HH","정체","110","53","103","52"
"20241","11215870","구의3동","HH","정체","116","57","103","52"
"20241","11215860","구의2동","LH","상권확장","89","54","103","52"
"20241","11215850","구의1동","LL","다이나믹","103","48","103","52"
"20241","11215847","자양4동","LL","다이나믹","102","49","103","52"
"20241","11215840","자양3동","LL","다이나믹","93","51","103","52"
"20241","11215830","자양2동","HL","상권축소","107","51","103","52"
"20241","11215820","자양1동","HL","상권축소","106","50","103","52"
"20241","11215810","광장동","LH","상권확장","98","54","103","52"
"20241","11215780","능동","LH","상권확장","89","52","103","52"
"20241","11215770","중곡4동","LL","다이나믹","102","51","103","52"
"20241","11215760","중곡3동","LL","다이나믹","102","47","103","52"
"20241","11215750","중곡2동","LL","다이나믹","101","49","103","52"
"20241","11215740","중곡1동","LL","다이나믹","100","47","103","52"
"20241","11215730","군자동","LL","다이나믹","96","50","103","52"
"20241","11215710","화양동","LL","다이나믹","82","48","103","52"
"20241","11200790","용답동","HH","정체","135","57","103","52"
"20241","11200720","송정동","HL","상권축소","111","52","103","52"
"20241","11200690","성수2가3동","LH","상권확장","91","54","103","52"
"20241","11200670","성수2가1동","LL","다이나믹","103","51","103","52"
"20241","11200660","성수1가2동","LL","다이나믹","77","50","103","52"
"20241","11200650","성수1가1동","LH","상권확장","91","52","103","52"
"20241","11200645","옥수동","LL","다이나믹","90","48","103","52"
"20241","11200620","금호4가동","HH","정체","105","55","103","52"
"20241","11200615","금호2?3가동","HH","정체","105","55","103","52"
"20241","11200590","금호1가동","LH","상권확장","94","52","103","52"
"20241","11200580","응봉동","HL","상권축소","109","50","103","52"
"20241","11200570","행당2동","LH","상권확장","97","56","103","52"
"20241","11200560","행당1동","LH","상권확장","99","53","103","52"
"20241","11200550","사근동","LH","상권확장","95","52","103","52"
"20241","11200540","마장동","HH","정체","136","66","103","52"
"20241","11200535","왕십리도선동","LL","다이나믹","88","50","103","52"
"20241","11200520","왕십리2동","LH","상권확장","95","53","103","52"
"20241","11170700","보광동","HH","정체","119","53","103","52"
"20241","11170690","서빙고동","HH","정체","109","64","103","52"
"20241","11170685","한남동","LL","다이나믹","88","50","103","52"
"20241","11170660","이태원2동","LL","다이나믹","86","47","103","52"
"20241","11170650","이태원1동","HH","정체","106","58","103","52"
"20241","11170640","이촌2동","HH","정체","115","63","103","52"
"20241","11170630","이촌1동","HH","정체","124","64","103","52"
"20241","11170625","한강로동","HH","정체","117","59","103","52"
"20241","11170590","용문동","HH","정체","113","54","103","52"
"20241","11170580","효창동","HH","정체","105","59","103","52"
"20241","11170570","원효로2동","HH","정체","134","55","103","52"
"20241","11170560","원효로1동","HH","정체","123","57","103","52"
"20241","11170555","청파동","LH","상권확장","102","52","103","52"
"20241","11170530","남영동","HH","정체","104","57","103","52"
"20241","11170520","용산2가동","LL","다이나믹","88","49","103","52"
"20241","11170510","후암동","LH","상권확장","102","57","103","52"
"20241","11140680","중림동","HH","정체","119","58","103","52"
"20241","11140670","황학동","HH","정체","125","66","103","52"
"20241","11140665","동화동","HH","정체","105","52","103","52"
"20241","11140650","신당5동","HL","상권축소","106","51","103","52"
"20241","11140645","청구동","HH","정체","106","52","103","52"
"20241","11140635","약수동","HH","정체","110","56","103","52"
"20241","11140625","다산동","HH","정체","114","55","103","52"
"20241","11140615","신당동","LH","상권확장","101","64","103","52"
"20241","11140605","을지로동","HH","정체","151","70","103","52"
"20241","11140590","광희동","HH","정체","136","58","103","52"
"20241","11140580","장충동","HH","정체","131","61","103","52"
"20241","11140570","필동","HH","정체","123","58","103","52"
"20241","11140550","명동","HH","정체","121","58","103","52"
"20241","11140540","회현동","HH","정체","150","70","103","52"
"20241","11140520","소공동","HH","정체","125","66","103","52"
"20241","11110710","숭인2동","HL","상권축소","110","48","103","52"
"20241","11110700","숭인1동","HH","정체","113","59","103","52"
"20241","11110690","창신3동","LH","상권확장","103","58","103","52"
"20241","11110680","창신2동","HH","정체","127","58","103","52"
"20241","11110670","창신1동","HH","정체","126","69","103","52"
"20241","11110650","혜화동","LH","상권확장","103","53","103","52"
"20241","11110640","이화동","LH","상권확장","98","55","103","52"
"20241","11110630","종로5?6가동","HH","정체","136","66","103","52"
"20241","11110615","종로1?2?3?4가동","HH","정체","147","67","103","52"
"20241","11110600","가회동","HH","정체","103","60","103","52"
"20241","11110580","교남동","LH","상권확장","87","56","103","52"
"20241","11110570","무악동","HH","정체","111","61","103","52"
"20241","11110560","평창동","HH","정체","114","60","103","52"
"20241","11110550","부암동","HH","정체","108","57","103","52"
"20241","11110540","삼청동","LH","상권확장","96","57","103","52"
"20241","11110530","사직동","HH","정체","114","59","103","52"
"20241","11110515","청운효자동","LH","상권확장","95","54","103","52"
"20234","11740700","둔촌2동","HL","상권축소","110","50","102","51"
"20234","11740690","둔촌1동","HH","정체","182","66","102","51"
"20234","11740685","길동","LL","다이나믹","98","46","102","51"
"20234","11740660","성내3동","HL","상권축소","108","46","102","51"
"20234","11740650","성내2동","HL","상권축소","103","45","102","51"
"20234","11740640","성내1동","HL","상권축소","102","50","102","51"
"20234","11740620","천호3동","LL","다이나믹","99","49","102","51"
"20234","11740610","천호2동","HL","상권축소","106","51","102","51"
"20234","11740600","천호1동","LL","다이나믹","95","46","102","51"
"20234","11740590","암사3동","LH","상권확장","84","54","102","51"
"20234","11740580","암사2동","HL","상권축소","104","49","102","51"
"20234","11740570","암사1동","HL","상권축소","102","46","102","51"
"20234","11740560","고덕2동","LL","다이나믹","69","49","102","51"
"20234","11740550","고덕1동","LL","다이나믹","85","47","102","51"
"20234","11740540","명일2동","LH","상권확장","96","54","102","51"
"20234","11740530","명일1동","LL","다이나믹","88","49","102","51"
"20234","11740520","상일동","LL","다이나믹","82","50","102","51"
"20234","11740515","강일동","LL","다이나믹","64","43","102","51"
"20234","11710720","잠실7동","HH","정체","132","65","102","51"
"20234","11710710","잠실6동","LH","상권확장","95","53","102","51"
"20234","11710690","잠실4동","LL","다이나믹","95","51","102","51"
"20234","11710680","잠실3동","HH","정체","102","65","102","51"
"20234","11710670","잠실2동","LL","다이나믹","86","44","102","51"
"20234","11710650","잠실본동","LL","다이나믹","93","48","102","51"
"20234","11710647","위례동","LL","다이나믹","46","29","102","51"
"20234","11710646","장지동","LL","다이나믹","95","49","102","51"
"20234","11710642","문정2동","LL","다이나믹","82","42","102","51"
"20234","11710641","문정1동","LL","다이나믹","98","50","102","51"
"20234","11710632","가락2동","HL","상권축소","102","50","102","51"
"20234","11710631","가락1동","HH","정체","186","113","102","51"
"20234","11710620","가락본동","LL","다이나믹","102","45","102","51"
"20234","11710610","삼전동","LL","다이나믹","94","47","102","51"
"20234","11710600","석촌동","LL","다이나믹","93","46","102","51"
"20234","11710590","송파2동","HL","상권축소","104","47","102","51"
"20234","11710580","송파1동","LL","다이나믹","92","47","102","51"
"20234","11710570","오금동","HL","상권축소","107","51","102","51"
"20234","11710566","오륜동","HH","정체","131","65","102","51"
"20234","11710562","방이2동","LL","다이나믹","92","49","102","51"
"20234","11710561","방이1동","LL","다이나믹","94","49","102","51"
"20234","11710550","마천2동","HL","상권축소","116","51","102","51"
"20234","11710540","마천1동","HL","상권축소","116","46","102","51"
"20234","11710532","거여2동","LL","다이나믹","94","51","102","51"
"20234","11710531","거여1동","HL","상권축소","107","50","102","51"
"20234","11710520","풍납2동","HH","정체","124","55","102","51"
"20234","11710510","풍납1동","HH","정체","132","52","102","51"
"20234","11680750","수서동","HH","정체","113","57","102","51"
"20234","11680740","일원2동","HH","정체","115","56","102","51"
"20234","11680730","일원1동","HH","정체","113","52","102","51"
"20234","11680720","일원본동","HH","정체","105","57","102","51"
"20234","11680700","세곡동","LL","다이나믹","76","44","102","51"
"20234","11680690","개포4동","HL","상권축소","107","50","102","51"
"20234","11680670","개포2동","LH","상권확장","90","52","102","51"
"20234","11680660","개포1동","HH","정체","102","61","102","51"
"20234","11680656","도곡2동","HL","상권축소","106","51","102","51"
"20234","11680655","도곡1동","HH","정체","107","53","102","51"
"20234","11680650","역삼2동","LL","다이나믹","93","46","102","51"
"20234","11680640","역삼1동","LL","다이나믹","93","46","102","51"
"20234","11680630","대치4동","LL","다이나믹","83","46","102","51"
"20234","11680610","대치2동","HH","정체","107","53","102","51"
"20234","11680600","대치1동","HH","정체","108","53","102","51"
"20234","11680590","삼성2동","LL","다이나믹","93","46","102","51"
"20234","11680580","삼성1동","LH","상권확장","95","55","102","51"
"20234","11680565","청담동","LL","다이나믹","99","49","102","51"
"20234","11680545","압구정동","LL","다이나믹","99","48","102","51"
"20234","11680531","논현2동","LL","다이나믹","92","46","102","51"
"20234","11680521","논현1동","LL","다이나믹","97","46","102","51"
"20234","11680510","신사동","LL","다이나믹","92","48","102","51"
"20234","11650660","내곡동","HH","정체","122","68","102","51"
"20234","11650652","양재2동","HL","상권축소","128","51","102","51"
"20234","11650651","양재1동","HH","정체","103","53","102","51"
"20234","11650621","방배4동","HH","정체","110","56","102","51"
"20234","11650620","방배3동","HH","정체","126","57","102","51"
"20234","11650610","방배2동","LH","상권확장","96","54","102","51"
"20234","11650600","방배1동","LH","상권확장","101","52","102","51"
"20234","11650590","방배본동","HL","상권축소","113","49","102","51"
"20234","11650581","반포4동","HH","정체","130","63","102","51"
"20234","11650580","반포3동","HH","정체","110","62","102","51"
"20234","11650570","반포2동","LH","상권확장","87","60","102","51"
"20234","11650560","반포1동","LL","다이나믹","94","46","102","51"
"20234","11650550","반포본동","HH","정체","152","72","102","51"
"20234","11650540","잠원동","LL","다이나믹","101","50","102","51"
"20234","11650531","서초4동","HH","정체","107","52","102","51"
"20234","11650530","서초3동","HH","정체","107","54","102","51"
"20234","11650520","서초2동","LL","다이나믹","90","48","102","51"
"20234","11650510","서초1동","HH","정체","114","54","102","51"
"20234","11620775","난곡동","HH","정체","102","54","102","51"
"20234","11620765","미성동","HL","상권축소","105","51","102","51"
"20234","11620745","삼성동","HH","정체","124","58","102","51"
"20234","11620735","대학동","LL","다이나믹","94","46","102","51"
"20234","11620725","조원동","HL","상권축소","105","45","102","51"
"20234","11620715","난향동","LL","다이나믹","84","47","102","51"
"20234","11620695","신림동","LL","다이나믹","91","47","102","51"
"20234","11620685","신사동","LL","다이나믹","95","47","102","51"
"20234","11620665","서림동","LL","다이나믹","93","51","102","51"
"20234","11620655","신원동","HL","상권축소","104","47","102","51"
"20234","11620645","서원동","LH","상권확장","86","53","102","51"
"20234","11620630","남현동","LH","상권확장","92","53","102","51"
"20234","11620625","인헌동","LL","다이나믹","99","51","102","51"
"20234","11620615","중앙동","LL","다이나믹","99","48","102","51"
"20234","11620605","은천동","LL","다이나믹","95","48","102","51"
"20234","11620595","청룡동","LL","다이나믹","94","48","102","51"
"20234","11620585","낙성대동","LL","다이나믹","78","51","102","51"
"20234","11620575","행운동","LL","다이나믹","95","51","102","51"
"20234","11620565","성현동","LL","다이나믹","89","49","102","51"
"20234","11620545","청림동","LL","다이나믹","93","49","102","51"
"20234","11620525","보라매동","LL","다이나믹","92","49","102","51"
"20234","11590680","신대방2동","LH","상권확장","93","52","102","51"
"20234","11590670","신대방1동","HL","상권축소","108","51","102","51"
"20234","11590660","대방동","HH","정체","107","54","102","51"
"20234","11590651","사당5동","HL","상권축소","106","49","102","51"
"20234","11590650","사당4동","HL","상권축소","104","49","102","51"
"20234","11590640","사당3동","HL","상권축소","103","51","102","51"
"20234","11590630","사당2동","LH","상권확장","95","52","102","51"
"20234","11590620","사당1동","LL","다이나믹","93","50","102","51"
"20234","11590605","흑석동","LH","상권확장","100","55","102","51"
"20234","11590560","상도4동","HH","정체","102","53","102","51"
"20234","11590550","상도3동","HL","상권축소","108","51","102","51"
"20234","11590540","상도2동","HH","정체","102","58","102","51"
"20234","11590530","상도1동","LH","상권확장","95","54","102","51"
"20234","11590520","노량진2동","HH","정체","158","71","102","51"
"20234","11590510","노량진1동","HH","정체","120","64","102","51"
"20234","11560720","대림3동","HL","상권축소","108","46","102","51"
"20234","11560710","대림2동","LL","다이나믹","86","43","102","51"
"20234","11560700","대림1동","HL","상권축소","110","47","102","51"
"20234","11560690","신길7동","LL","다이나믹","97","50","102","51"
"20234","11560680","신길6동","HL","상권축소","109","51","102","51"
"20234","11560670","신길5동","LH","상권확장","98","53","102","51"
"20234","11560660","신길4동","HL","상권축소","108","50","102","51"
"20234","11560650","신길3동","HH","정체","115","57","102","51"
"20234","11560630","신길1동","HH","정체","128","53","102","51"
"20234","11560620","양평2동","HH","정체","105","52","102","51"
"20234","11560610","양평1동","LL","다이나믹","99","51","102","51"
"20234","11560605","문래동","LH","상권확장","98","53","102","51"
"20234","11560585","도림동","HH","정체","105","52","102","51"
"20234","11560560","당산2동","LL","다이나믹","96","50","102","51"
"20234","11560550","당산1동","LL","다이나믹","100","50","102","51"
"20234","11560540","여의동","HL","상권축소","104","51","102","51"
"20234","11560535","영등포동","HH","정체","115","57","102","51"
"20234","11560515","영등포본동","HH","정체","108","55","102","51"
"20234","11545710","시흥5동","HH","정체","115","53","102","51"
"20234","11545700","시흥4동","HL","상권축소","112","47","102","51"
"20234","11545690","시흥3동","HH","정체","150","65","102","51"
"20234","11545680","시흥2동","LL","다이나믹","85","51","102","51"
"20234","11545670","시흥1동","HL","상권축소","106","51","102","51"
"20234","11545640","독산4동","HL","상권축소","104","47","102","51"
"20234","11545630","독산3동","HL","상권축소","113","47","102","51"
"20234","11545620","독산2동","HL","상권축소","105","49","102","51"
"20234","11545610","독산1동","HH","정체","106","53","102","51"
"20234","11545510","가산동","LL","다이나믹","85","49","102","51"
"20234","11530800","항동","LL","다이나믹","42","38","102","51"
"20234","11530790","수궁동","HH","정체","110","52","102","51"
"20234","11530780","오류2동","LL","다이나믹","90","49","102","51"
"20234","11530770","오류1동","HH","정체","102","52","102","51"
"20234","11530760","개봉3동","HL","상권축소","112","50","102","51"
"20234","11530750","개봉2동","HH","정체","110","55","102","51"
"20234","11530740","개봉1동","HH","정체","104","52","102","51"
"20234","11530730","고척2동","HL","상권축소","108","50","102","51"
"20234","11530720","고척1동","LH","상권확장","101","53","102","51"
"20234","11530595","가리봉동","HL","상권축소","115","46","102","51"
"20234","11530560","구로5동","LL","다이나믹","94","49","102","51"
"20234","11530550","구로4동","HL","상권축소","105","47","102","51"
"20234","11530540","구로3동","LL","다이나믹","91","47","102","51"
"20234","11530530","구로2동","HH","정체","148","55","102","51"
"20234","11530520","구로1동","HH","정체","108","54","102","51"
"20234","11530510","신도림동","LL","다이나믹","93","51","102","51"
"20234","11500641","방화3동","HL","상권축소","106","51","102","51"
"20234","11500640","방화2동","LH","상권확장","96","54","102","51"
"20234","11500630","방화1동","LL","다이나믹","96","47","102","51"
"20234","11500620","공항동","LL","다이나믹","98","50","102","51"
"20234","11500615","우장산동","LL","다이나믹","87","48","102","51"
"20234","11500611","발산1동","LL","다이나믹","78","50","102","51"
"20234","11500605","가양3동","LH","상권확장","99","54","102","51"
"20234","11500604","가양2동","HL","상권축소","102","51","102","51"
"20234","11500603","가양1동","LL","다이나믹","61","38","102","51"
"20234","11500593","화곡8동","LL","다이나믹","94","49","102","51"
"20234","11500591","화곡6동","LL","다이나믹","85","45","102","51"
"20234","11500590","화곡본동","LL","다이나믹","94","49","102","51"
"20234","11500570","화곡4동","LL","다이나믹","101","47","102","51"
"20234","11500560","화곡3동","LL","다이나믹","90","47","102","51"
"20234","11500550","화곡2동","HL","상권축소","103","48","102","51"
"20234","11500540","화곡1동","LL","다이나믹","92","46","102","51"
"20234","11500535","등촌3동","LL","다이나믹","85","49","102","51"
"20234","11500530","등촌2동","LL","다이나믹","101","49","102","51"
"20234","11500520","등촌1동","LL","다이나믹","85","51","102","51"
"20234","11500510","염창동","LH","상권확장","99","56","102","51"
"20234","11470680","신정7동","LL","다이나믹","96","50","102","51"
"20234","11470670","신정6동","LL","다이나믹","95","49","102","51"
"20234","11470650","신정4동","LL","다이나믹","98","48","102","51"
"20234","11470640","신정3동","LL","다이나믹","97","51","102","51"
"20234","11470630","신정2동","LL","다이나믹","100","50","102","51"
"20234","11470620","신정1동","HL","상권축소","108","49","102","51"
"20234","11470611","신월7동","HL","상권축소","113","47","102","51"
"20234","11470610","신월6동","LL","다이나믹","85","51","102","51"
"20234","11470600","신월5동","LH","상권확장","99","51","102","51"
"20234","11470590","신월4동","HL","상권축소","106","49","102","51"
"20234","11470580","신월3동","HL","상권축소","119","49","102","51"
"20234","11470570","신월2동","HL","상권축소","105","51","102","51"
"20234","11470560","신월1동","HL","상권축소","109","46","102","51"
"20234","11470550","목5동","LL","다이나믹","99","51","102","51"
"20234","11470540","목4동","LL","다이나믹","101","45","102","51"
"20234","11470530","목3동","LL","다이나믹","102","50","102","51"
"20234","11470520","목2동","LL","다이나믹","102","50","102","51"
"20234","11470510","목1동","LL","다이나믹","93","50","102","51"
"20234","11440740","상암동","LL","다이나믹","76","41","102","51"
"20234","11440730","성산2동","HH","정체","104","55","102","51"
"20234","11440720","성산1동","LL","다이나믹","93","51","102","51"
"20234","11440710","연남동","LL","다이나믹","62","42","102","51"
"20234","11440700","망원2동","LL","다이나믹","97","47","102","51"
"20234","11440690","망원1동","LL","다이나믹","76","47","102","51"
"20234","11440680","합정동","LL","다이나믹","80","48","102","51"
"20234","11440660","서교동","LL","다이나믹","76","46","102","51"
"20234","11440655","서강동","LL","다이나믹","83","45","102","51"
"20234","11440630","신수동","LL","다이나믹","100","50","102","51"
"20234","11440610","염리동","LL","다이나믹","89","49","102","51"
"20234","11440600","대흥동","LH","상권확장","94","52","102","51"
"20234","11440590","용강동","HL","상권축소","105","51","102","51"
"20234","11440585","도화동","HH","정체","105","52","102","51"
"20234","11440565","공덕동","HH","정체","114","55","102","51"
"20234","11440555","아현동","LH","상권확장","95","54","102","51"
"20234","11410720","북가좌2동","HL","상권축소","107","49","102","51"
"20234","11410710","북가좌1동","LL","다이나믹","93","47","102","51"
"20234","11410700","남가좌2동","LL","다이나믹","101","49","102","51"
"20234","11410690","남가좌1동","LH","상권확장","92","60","102","51"
"20234","11410685","홍은2동","LH","상권확장","98","54","102","51"
"20234","11410660","홍은1동","HH","정체","106","56","102","51"
"20234","11410655","홍제2동","LH","상권확장","101","56","102","51"
"20234","11410640","홍제3동","HH","정체","110","59","102","51"
"20234","11410620","홍제1동","HH","정체","107","56","102","51"
"20234","11410615","연희동","HH","정체","103","54","102","51"
"20234","11410585","신촌동","LL","다이나믹","90","49","102","51"
"20234","11410565","충현동","HH","정체","119","56","102","51"
"20234","11410555","북아현동","HH","정체","124","55","102","51"
"20234","11410520","천연동","HH","정체","112","57","102","51"
"20234","11380690","진관동","LL","다이나믹","73","47","102","51"
"20234","11380650","수색동","HH","정체","111","59","102","51"
"20234","11380640","증산동","HH","정체","113","54","102","51"
"20234","11380632","신사2동","LL","다이나믹","99","49","102","51"
"20234","11380631","신사1동","LL","다이나믹","100","50","102","51"
"20234","11380625","역촌동","LL","다이나믹","98","49","102","51"
"20234","11380600","응암3동","HL","상권축소","104","49","102","51"
"20234","11380590","응암2동","LL","다이나믹","80","48","102","51"
"20234","11380580","응암1동","LL","다이나믹","97","51","102","51"
"20234","11380570","대조동","LH","상권확장","100","52","102","51"
"20234","11380560","구산동","LL","다이나믹","99","49","102","51"
"20234","11380552","갈현2동","LL","다이나믹","95","49","102","51"
"20234","11380551","갈현1동","LL","다이나믹","95","50","102","51"
"20234","11380530","불광2동","HH","정체","114","53","102","51"
"20234","11380520","불광1동","LH","상권확장","98","54","102","51"
"20234","11380510","녹번동","LL","다이나믹","92","51","102","51"
"20234","11350720","상계10동","LL","다이나믹","92","49","102","51"
"20234","11350710","상계9동","HH","정체","109","53","102","51"
"20234","11350700","상계8동","HH","정체","104","53","102","51"
"20234","11350695","상계6?7동","LL","다이나믹","98","51","102","51"
"20234","11350670","상계5동","LL","다이나믹","99","48","102","51"
"20234","11350665","상계3?4동","HL","상권축소","103","49","102","51"
"20234","11350640","상계2동","LL","다이나믹","94","47","102","51"
"20234","11350630","상계1동","LL","다이나믹","101","49","102","51"
"20234","11350625","중계2?3동","LH","상권확장","95","54","102","51"
"20234","11350624","중계4동","LL","다이나믹","92","47","102","51"
"20234","11350621","중계1동","LL","다이나믹","94","51","102","51"
"20234","11350619","중계본동","LL","다이나믹","91","50","102","51"
"20234","11350612","하계2동","HH","정체","108","54","102","51"
"20234","11350611","하계1동","LH","상권확장","101","53","102","51"
"20234","11350600","공릉2동","LL","다이나믹","87","49","102","51"
"20234","11350595","공릉1동","LH","상권확장","97","52","102","51"
"20234","11350580","월계3동","LH","상권확장","96","55","102","51"
"20234","11350570","월계2동","LL","다이나믹","92","50","102","51"
"20234","11350560","월계1동","HL","상권축소","103","51","102","51"
"20234","11320710","방학3동","LH","상권확장","96","52","102","51"
"20234","11320700","방학2동","LL","다이나믹","98","48","102","51"
"20234","11320690","방학1동","LL","다이나믹","97","47","102","51"
"20234","11320681","쌍문4동","LL","다이나믹","100","51","102","51"
